0	20	20	0	38	0.380788770068	-0.306860485687
0	20	20	0	39	0.386589571394	-0.303888811694
0	20	20	0	40	0.398232696482	-0.057562158301
0	20	20	0	41	0.383873469604	-0.299977975453
0	20	20	0	42	0.384152089656	-0.30114393868
0	20	20	0	43	0.382199512978	-0.302274439816
0	20	20	0	44	0.385469398073	-0.29868216078
0	20	20	0	45	0.389191799707	-0.054495645064
0	20	20	0	46	0.383733534708	-0.295736678314
0	20	20	0	47	0.410680461646	-0.0447432173199
0	20	20	0	48	0.386709609588	-0.296654156853
0	20	20	0	49	0.383934048093	-0.298740487793
0	20	20	0	50	0.391541034994	-0.0487799626636
0	20	20	0	51	0.382603724608	-0.294146420523
0	20	20	0	52	0.392628207616	-0.294754817439
0	20	20	1	38	0.389403047607	-0.280778506557
0	20	20	1	39	0.394759636882	-0.254370579475
0	20	20	1	40	0.403737823732	-0.0161372345427
0	20	20	1	41	0.392829924771	-0.267970334067
0	20	20	1	42	0.395839030485	-0.256134211999
0	20	20	1	43	0.391893600653	-0.259913794657
0	20	20	1	44	0.397949496043	-0.264411742641
0	20	20	1	45	0.394324993169	-0.24982112944
0	20	20	1	46	0.39618892869	-0.254335431222
0	20	20	1	47	0.415623142922	-0.0120203989778
0	20	20	1	48	0.398564585759	-0.256905266558
0	20	20	1	49	0.394670880934	-0.251985810624
0	20	20	1	50	0.398080897383	-0.248297966436
0	20	20	1	51	0.398047887163	0.000208507335891
0	20	20	1	52	0.402350464311	-0.248511877989
0	20	20	2	38	0.396388334154	-0.227571194326
0	20	20	2	39	0.399817347232	-0.225010243294
0	20	20	2	40	0.405399835716	0.0136179340339
0	20	20	2	41	0.403133562315	-0.22377265191
0	20	20	2	42	0.401507662419	-0.225988115201
0	20	20	2	43	0.398966457206	-0.227012157292
0	20	20	2	44	0.400492787531	-0.223763871857
0	20	20	2	45	0.400518122854	-0.224981344549
0	20	20	2	46	0.399772356529	-0.22879189882
0	20	20	2	47	0.415472212886	0.0082707263764
0	20	20	2	48	0.406049842166	-0.203942439801
0	20	20	2	49	0.398412979751	-0.234127209117
0	20	20	2	50	0.406170793724	-0.204386872317
0	20	20	2	51	0.404987968329	-0.200381864934
0	20	20	2	52	0.409018499036	-0.19936449304
0	20	20	3	38	0.40054286943	-0.204394761239
0	20	20	3	39	0.403228362872	-0.197955287523
0	20	20	3	40	0.405618067486	-0.19732933938
0	20	20	3	41	0.403590664239	-0.198905074016
0	20	20	3	42	0.404984334558	-0.202523022133
0	20	20	3	43	0.402197948941	-0.200074359269
0	20	20	3	44	0.405999285761	-0.193936699536
0	20	20	3	45	0.404822271873	-0.1946045871
0	20	20	3	46	0.40508843211	-0.190446970683
0	20	20	3	47	0.410699108267	-0.189057813058
0	20	20	3	48	0.408077353522	-0.189137639633
0	20	20	3	49	0.403897861493	-0.201159260876
0	20	20	3	50	0.407268352714	-0.192109485465
0	20	20	3	51	0.407896962727	-0.187961225164
0	20	20	3	52	0.410786046598	-0.189078742854
0	20	20	4	38	0.40186684317	-0.194782024454
0	20	20	4	39	0.404746672531	-0.196002809967
0	20	20	4	40	0.406251021196	-0.195592137341
0	20	20	4	41	0.406176326533	-0.197129105427
0	20	20	4	42	0.406813961347	-0.191596016039
0	20	20	4	43	0.404145772882	-0.190669283941
0	20	20	4	44	0.407344263693	-0.192565350866
0	20	20	4	45	0.405438897606	-0.19281678414
0	20	20	4	46	0.406942593921	-0.188924024816
0	20	20	4	47	0.411042332042	-0.187624707821
0	20	20	4	48	0.410209589879	-0.187253890125
0	20	20	4	49	0.404309314604	-0.199312143853
0	20	20	4	50	0.409242711236	-0.19028766187
0	20	20	4	51	0.409944911437	-0.186697625634
0	20	20	4	52	0.409895690429	-0.187433686878
0	20	20	5	38	0.402759611302	-0.193298992391
0	20	20	5	39	0.406331342182	-0.194532953938
0	20	20	5	40	0.407306656075	-0.194165681652
0	20	20	5	41	0.409051617377	-0.195612801429
0	20	20	5	42	0.407180039125	-0.190457694655
0	20	20	5	43	0.405941089751	-0.189507356448
0	20	20	5	44	0.409926478591	-0.168435448613
0	20	20	5	45	0.408816915964	-0.166288829531
